id,normalized_tweet
7952,"['stevejobs', 'appleevent', 'applespecialevent', 'got', 'bugged', 'iphonex', 'iphone', 'pic', 'twitter', 'com', 'pzw', 'fvbx']"
7953,"['sunset', 'one', 'minute', 'ago', 'europe', 'zeeland', 'samsung', 'sunset', 'brouwersdam', 'zandzuigerpic', 'twitter', 'com', 'ddrvjkvgrm']"
7954,"['photo', 'coldplay', 'vidalavida', 'spotify', 'music', 'musica', 'motox', 'motorola', 'feliz', 'verygood', 'best', 'amo']"
7955,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow', 'qtl']"
7956,"['iphone', 'requires', 'sim', 'card', 'activate', 'functionality', 'work', 'fine', 'without', 'one', 'apple']"
7957,"['actually', 'hate', 'ipad', 'useless', 'piece', 'shitttt', 'never', 'work']"
7958,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow']"
7959,"['doug', 'robinson', 'exit', 'madison', 'launch', 'new', 'sony', 'based', 'banner', 'tvbasedpic', 'twitter', 'com', 'xfki']"
7960,"['sunset', 'vocation', 'newyear', 'trip', 'thailand', 'khaoko', 'ilce', 'sony', 'vsco', 'snapspeed']"
7961,"['happy', 'birthday', 'candy', 'birthday', 'daughter', 'rainbow', 'cake', 'big', 'motorola', 'photon', 'android']"
7962,"['listed', 'check', 'writing', 'mobile', 'iphone', 'iphoneapps', 'appolicious']"
7963,"['love', 'grandma', 'instadaily', 'iphonegraphy', 'iphonesia', 'iphone', 'indonesia', 'instagramhub', 'igers']"
7964,"['restore', 'iphone', 'scratch', 'despite', 'back', 'let', 'see', 'much', 'loose', 'time']"
7965,"['love', 'new', 'earphone', 'enjoying', 'music', 'sony', 'earphone', 'music', 'freak']"
7966,"['organic', 'farming', 'orange', 'apple', 'snack', 'high', 'quality', 'photo']"
7967,"['fellow', 'passenger', 'owns', 'one', 'introduced', 'happen', 'speak', 'amazing', 'big', 'boy', 'oneplus', 'growing', 'strong']"
7968,"['new', 'dress', 'thanks', 'momma', 'apple', 'dress', 'littleblackdress', 'dress', 'bestmomma', 'cute', 'beautiful']"
7969,"['finally', 'got', 'android', 'update', 'moto', 'milestone', 'happy', 'came', 'week', 'late', 'android', 'motorola']"
7970,"['second', 'time', 'seven', 'day', 'apple', 'magicmouse', 'battery', 'need', 'replaced', 'thisaintright', 'apple', 'xoxo', 'antigirl']"
7971,"['apple', 'suck', 'spent', 'like', 'hr', 'getting', 'old', 'grandparent', 'iphones', 'setup', 'ridiculous', 'samsung', 'whereitsat']"
7972,"['heavenstrike', 'rival', 'android', 'game', 'news', 'io', 'apple', 'iphone']"
7973,"['new', 'phone', 'case', 'phone', 'case', 'sony', 'xperia', 'england', 'keep', 'calm', 'carry', 'nofilter']"
7974,"['gain', 'follower', 'must', 'follow', 'follow', 'back', 'follow', 'everyone', 'rts', 'gain', 'iphone', 'sougofollow']"
7975,"['waiting', 'apple', 'create', 'night', 'mode', 'long', 'time', 'thankyou', 'iphone']"
7976,"['made', 'usa', 'watched', 'abcworldnews', 'felt', 'know', 'walmart', 'apple', 'manufacturing', 'usa']"
7977,"['dear', 'idiot', 'designed', 'iphone', 'put', 'button', 'side', 'opposite', 'volume', 'apple']"
7978,"['shame', 'henrylouisgates', 'fuckyou', 'batman', 'benaffleck', 'findinfourroots', 'slavery', 'anscestors', 'pb', 'sony', 'lac']"
7979,"['best', 'deal', 'new', 'phone', 'let', 'get', 'beach', 'ready', 'myrtlebeach', 'airpods', 'unlimitedplus', 'iphonex', 'halfoff', 'addaline', 'extended', 'flashbackfriday', 'beextraordinary', 'smallbiz', 'smallbusiness', 'customerobsessed', 'motivated', 'fridayfeeling', 'positivevibes', 'pic', 'twitter', 'com']"
7980,"['anyone', 'happen', 'know', 'get', 'xbox', 'one', 'sony', 'microsoft', 'stock', 'fucking', 'store']"
7981,"['maza', 'friend', 'tiago', 'maza', 'apple', 'apple']"
7982,"['playstation', 'sony', 'via', 'movie', 'sport', 'music', 'gaming', 'youtube', 'shopping', 'xxoo']"
7983,"['new', 'phone', 'whoop', 'whoop', 'sony', 'ericson', 'compact', 'white', 'yay', 'new', 'phone']"
7984,"['irobot', 'vsco', 'vscogood', 'vscocam', 'igers', 'minimal', 'robot', 'art', 'vscomood', 'vscoonly', 'vscooptic', 'iphone', 'heart', 'pic', 'twitter', 'com', 'obpe', 'whjj']"
7985,"['want', 'love', 'match', 'iphone', 'buy', 'lovematcher', 'iphone']"
7986,"['intagram', 'intalove', 'house', 'bird', 'bird', 'sun', 'ohana', 'hastags', 'iphone', 'iphonesia', 'vicio', 'instagood']"
7987,"['cool', 'play', 'store', 'work', 'tryna', 'get', 'mchg', 'free', 'samsung', 'droid']"
7988,"['let', 'hope', 'even', 'broken', 'time', 'macbookpro', 'apple', 'kelleher']"
7989,"['badportfolio', 'fix', 'best', 'outlook', 'website', 'create', 'viewer', 'job', 'business', 'sale', 'economy', 'marketing', 'socialmedia', 'iphone', 'ipad', 'digitalmarketing', 'smm', 'portfolio', 'outsourcing', 'onlinebusinesspic', 'twitter', 'com', 'qzlbxed']"
7990,"['fact', 'get', 'phone', 'till', 'day']"
7991,"['watchception', 'amazing', 'beautiful', 'nature', 'photo', 'art', 'nyc', 'summer', 'sun', 'fashion', 'travel', 'photooftheday', 'fun', 'photography', 'instagood', 'instamood', 'nike', 'apple', 'bestofthedaypic', 'twitter', 'com', 'dsqjpike']"
7992,"['finally', 'phone', 'family', 'parent', 'phone', 'apple', 'iphone', 'amen', 'christmas']"
7993,"['nope', 'manually', 'morning', 'missed', 'class']"
7994,"['phone', 'siri', 'super', 'freak', 'lol', 'iphone', 'apple', 'phoneporn', 'instagram', 'fun']"
7995,"['screw', 'itunes', 'defeated', 'get', 'rid', 'library']"
7996,"['playing', 'gravityrush', 'sony', 'psvita', 'fun', 'game', 'instagamer', 'retrocollective']"
7997,"['excited', 'see', 'get', 'iphone', 'tomorrow']"
7998,"['zebra', 'love', 'ipad', 'iphone', 'get', 'free', 'economy', 'shipping', 'order', 'use', 'code']"
7999,"['iphone', 'user', 'looking', 'valentine', 'day', 'well', 'search', 'try', 'myvirtualgirlfriend']"
8000,"['phone', 'fucking', 'suck', 'broken', 'month', 'apple', 'iphone']"
8001,"['happy', 'got', 'galaxy', 'lol', 'samsung', 'nofilter']"
8002,"['let', 'make', 'laptop', 'ventilation', 'substandard', 'part', 'encase', 'plastic', 'metal', 'buy', 'greatidea']"
8003,"['block', 'story', 'android', 'game', 'news', 'io', 'apple', 'iphone']"
8004,"['siri', 'commercial', 'crack', 'siri', 'suck', 'as', 'lolol', 'snort', 'samsungbaby']"
8005,"['ray', 'ban', 'cat', 'brown', 'good', 'mood', 'mirror', 'mirrorvideo', 'life', 'instagram', 'toptags', 'instalike', 'like', 'follow', 'sing', 'singer', 'singing', 'music', 'nike', 'kipsta', 'legea', 'iphonex', 'raybanpic', 'twitter', 'com', 'wtsdtjebe']"
8006,"['apple', 'create', 'wireless', 'charger', 'iphone', 'charge']"
8007,"['pc', 'exquisite', 'squishy', 'random', 'charm', 'iphone', 'strap', 'toy', 'decor', 'free', 'shop', 'style', 'sale', 'today', 'giveawaypic', 'twitter', 'com', 'lxo', 'qay']"
8008,"['thank', 'aurelio', 'te', 'pasalubongs', 'samsung', 'live', 'laugh', 'switzerland', 'paris']"
8009,"['happy', 'father', 'day', 'fathersday', 'balloon', 'balloon', 'beer', 'today', 'sunday', 'iphone', 'iphonex', 'massachusetts', 'pic', 'twitter', 'com', 'zapv']"
8010,"['got', 'iphone', 'life', 'thankyou', 'mom', 'dad', 'winning']"
8011,"['prophet', 'husband', 'iphone', 'android', 'kindle', 'book', 'september']"
8012,"['awww', 'come', 'apple', 'badly', 'suck', 'come', 'airfoil', 'speaker', 'touch', 'shame', 'shame', 'fail', 'badhosts']"
8013,"['wonderful', 'husband', 'bought', 'new', 'iphone', 'early', 'anniversary', 'present', 'best', 'love', 'man']"
8014,"['new', 'photo', 'close', 'matter', 'far', 'com', 'photo', 'via', 'photography', 'france', 'iphone']"
8015,"['ant', 'lift', 'many', 'time', 'bodyweight', 'reduces', 'lion', 'pussy']"
8016,"['apple', 'fucking', 'retarded', 'updated', 'phone', 'deletes', 'music', 'leaf', 'apps', 'ringtones', 'intact']"
8017,"['sometimes', 'read', 'tweet', 'earlier', 'auto', 'correct', 'suck', 'asshole', 'apple']"
8018,"['djuice', 'shipped', 'new', 'day', 'placed', 'order', 'almost', 'forgot', 'still', 'full', 'price', 'though', 'bleh']"
8019,"['get', 'wrong', 'iphone', 'hear', 'word', 'verizon', 'iphone', 'sentence', 'one', 'time']"
8020,"['like', 'freaking', 'update', 'say', 'take', 'apple', 'apple']"
8021,"['apple', 'trying', 'ban', 'htc', 'phone', 'low', 'blow', 'completely', 'fear', 'losing', 'android', 'apple']"
8022,"['next', 'thurs', 'love', 'shopping', 'list', 'drandrew', 'relationship', 'dating', 'iphone']"
8023,"['new', 'iphone', 'minipadnano', 'pic', 'leak', 'apple', 'iphone', 'iphone', 'iphone', 'sun', 'pretty', 'girl', 'cutepic', 'twitter', 'com', 'szr', 'belrxc']"
8024,"['apple', 'phone', 'amazing', 'charger', 'piece', 'apple', 'charger']"
8025,"['apple', 'store', 'nation', 'grey', 'iphone', 'plus', 'stock', 'six', 'sprint', 'crap']"
8026,"['one', 'universal', 'plug', 'usb', 'plug']"
8027,"['well', 'contact', 'phone', 'gone', 'know', 'apple', 'upgrade']"
8028,"['small', 'town', 'brooklyn', 'gal', 'moving', 'big', 'apple', 'today', 'smile', 'joy', 'manhattan', 'big', 'apple', 'broadwaypic', 'twitter', 'com', 'plrunub']"
8029,"['johnny', 'depp', 'good', 'spirit', 'news', 'photography', 'fashion', 'health', 'fail', 'tech', 'ipad', 'iphone', 'funny', 'lol']"
8030,"['miss', 'pensilmedia', 'pensilmedia', 'samsung', 'team', 'good', 'day', 'holiday']"
8031,"['isnt', 'ipad', 'mini', 'ipod', 'thing', 'ripoffs']"
8032,"['hope', 'fit', 'right', 'silicon', 'case', 'samsung', 'galaxy', 'note', 'rubber', 'paulfrank', 'hotpink', 'cute']"
8033,"['life', 'home', 'alone', 'munchies', 'apple', 'juice', 'doritos', 'dip', 'winegums', 'chocolate', 'yum']"
8034,"['samsung', 'note', 'sketch', 'stitch', 'doodle', 'finally', 'done', 'cute', 'disney']"
8035,"['new', 'update', 'babe', 'ragin', 'got', 'iphone', 'week', 'ago', 'new', 'one']"
8036,"['iphone', 'epic', 'apple', 'iphone', 'iphone', 'hurry', 'monday', 'hastags', 'toohip', 'twitter', 'com', 'dubnw', 'adr']"
8037,"['welcome', 'home', 'iphone', 'plus', 'beast', 'apple', 'iphone', 'thank', 'quick', 'delivery', 'pic', 'twitter', 'com', 'ouaja', 'tuzs']"
8038,"['new', 'charging', 'dock', 'waiting', 'age', 'sooooo', 'happy', 'samsung', 'chargingdock', 'new']"
8039,"['six', 'new', 'cap', 'named', 'black', 'news', 'photography', 'fashion', 'health', 'fail', 'tech', 'ipad', 'iphone', 'funny', 'lol']"
8040,"['phone', 'deleted', 'contact', 'time', 'week']"
8041,"['shaving', 'cellphone', 'bluetooth', 'jeremytryit', 'oppo', 'influencer', 'microsoft', 'htc', 'digitalinfluencer', 'rugged', 'sony', 'oneplus', 'huawei', 'nokia', 'instagood', 'smartphone', 'technology', 'apple', 'motorola', 'google', 'shockproof', 'samsung', 'techpic', 'twitter', 'com', 'mzzi']"
8042,"['left', 'apartment', 'hour', 'minute', 'ago', 'battery', 'already', 'want', 'droid', 'back', 'shitnoonesays']"
8043,"['could', 'apple', 'smallest', 'issue', 'gave', 'new', 'iphone', 'apple']"
8044,"['would', 'like', 'wish', 'amazing', 'day', 'make', 'every', 'minute', 'count', 'tl', 'today', 'iphone', 'accessory', 'news', 'life', 'november']"
8045,"['found', 'treasure', 'house', 'encontr', 'este', 'tesoro', 'casa', 'gaming', 'sony', 'gow']"
8046,"['programmer', 'day', 'let', 'deliver', 'unicorn', 'juicy', 'standups', 'brand', 'new', 'iphonex', 'coding', 'allthebestpic', 'twitter', 'com', 'esrpsjhtrg']"
8047,"['stuck', 'iphone', 'number', 'anything', 'apple', 'dickhead', 'apple', 'shit']"
8048,"['autocorrect', 'hate', 'fuckyou', 'autocorrect', 'peiceof', 'appleproducts', 'apple', 'iphone']"
8049,"['deleted', 'half', 'phone', 'still', 'update', 'thankyou', 'iphone', 'apple', 'noupdate']"
8050,"['absolutely', 'hate', 'replacing', 'broken', 'thing', 'nothing', 'nomusic', 'noapps', 'wasteofmoney', 'whydidifixmyphone']"
8051,"['dear', 'apple', 'fucking', 'suck', 'really', 'impressed', 'iphone', 'broke', 'let', 'restore', 'anything', 'fuck', 'error']"
8052,"['would', 'thought', 'muting', 'apple', 'device', 'mute', 'sound', 'great', 'feature']"
8053,"['war', 'apple', 'android', 'ended', 'android', 'heart', 'apple', 'android', 'peace', 'phonepic', 'twitter', 'com']"
8054,"['back', 'apple', 'iphone', 'iphone', 'white', 'note', 'girl', 'new', 'comeback', 'samsung', 'instagram']"
8055,"['woooo', 'apple', 'store', 'rundle', 'mall', 'lol', 'jks', 'burn', 'burn', 'ground', 'crapple']"
8056,"['hey', 'guy', 'look', 'apple', 'iphone', 'plus', 'black', 'unlocked', 'money', 'today', 'life', 'amazon', 'birthday', 'sale', 'android', 'window', 'nokia', 'samsung', 'iphone', 'phone', 'smartphone', 'motorola', 'offer', 'bestprice', 'jul']"
8057,"['attempt', 'group', 'photo', 'family', 'friend', 'beauty', 'fun', 'cuties', 'iphone', 'iphoneisa', 'foreveryoung']"
8058,"['happy', 'birthday', 'beyonc', 'worldtour', 'getmebodied', 'amazing', 'bdaybey', 'apple', 'diva', 'instagood', 'insta']"
8059,"['definitely', 'fucken', 'sick', 'aha', 'blahh', 'crazyeyes', 'danielle', 'forreal', 'girl', 'iphone']"
8060,"['son', 'cok', 'adit', 'kid', 'instago', 'idinstagram', 'iphonesia', 'iphoneography', 'popular', 'iphone', 'instagram', 'baby']"
8061,"['ready', 'hipster', 'valentine', 'sticker', 'blogger', 'iphone', 'io', 'texting', 'imessageapp', 'imessagesticker', 'emojis']"
8062,"['happy', 'new', 'phone', 'day', 'gotmynewphone', 'samsung', 'galaxy', 'edge', 'vodafone']"
8063,"['ready', 'long', 'bus', 'ride', 'thanks', 'ipod']"
8064,"['fixed', 'new', 'hard', 'drive', 'free', 'help', 'apple', 'store', 'rest', 'old', 'macbook', 'working', 'like', 'new']"
8065,"['would', 'take', 'picture', 'iphone', 'camera', 'suck', 'bad', 'iphone']"
8066,"['stupid', 'shitty', 'hateful', 'phone', 'completely', 'wiped', 'gutted', 'angry', 'irritated', 'annoyed', 'hateiphones']"
8067,"['criminal', 'couple', 'couple', 'mate', 'iphone', 'iphone', 'relationship', 'igers', 'webstagram', 'in']"
8068,"['day', 'io', 'apple', 'iphone']"
8069,"['reconciliation', 'making', 'whatever', 'get', 'system', 'art', 'apple', 'eye', 'smile', 'artshow', 'handsome', 'model', 'beard', 'beardgang']"
8070,"['apple', 'iphone', 'silver', 'gsm', 'brand', 'new', 'florida', 'money', 'today', 'life', 'twitch', 'retweet', 'twitter', 'birthday', 'sale', 'android', 'window', 'nokia', 'samsung', 'iphone', 'phone', 'smartphone', 'motorola', 'sony', 'offer', 'bestpr']"
8071,"['love', 'xbox', 'lol', 'sony', 'tornado', 'washintontornado', 'storm', 'funny', 'cool']"
8072,"['good', 'morning', 'summer', 'hot', 'sunny', 'morning', 'work', 'lyday', 'iphone']"
8073,"['didnt', 'recieve', 'text', 'phone', 'dead', 'okay', 'apple']"
8074,"['love', 'catch', 'matter', 'always', 'reading', 'material', 'fingertip', 'iphone']"
8075,"['crazy', 'born', 'talent', 'master', 'crazy', 'selfies', 'samsung', 'timespic', 'twitter', 'com', 'hnvbh', 'gdtz']"
8076,"['byebye', 'htc', 'welcome', 'sony', 'newphone', 'sony', 'xperia', 'xperiaz']"
8077,"['photo', 'quote', 'instagood', 'insta', 'sexy', 'weed', 'iphone', 'cute', 'kick', 'summer', 'lol', 'fresh', 'picoftheday']"
8078,"['start', 'flight', 'sunrise', 'sun', 'sunset', 'airplane', 'work', 'sony', 'dslr', 'photography']"
8079,"['love', 'max', 'withwhatihave', 'ipad', 'ipod', 'iphone', 'ipadcase', 'ipodcase']"
8080,"['stupid', 'phone', 'log', 'facetime', 'send', 'imessages', 'bright', 'idea', 'io', 'customercomplaint']"
8081,"['dean', 'lister', 'average', 'calculus', 'finally', 'reward', 'got', 'already', 'samsung', 'thankyou', 'much']"
8082,"['told', 'pay', 'new', 'charger', 'yeah', 'okay', 'apple']"
8083,"['matilda', 'bulldog', 'pet', 'animal', 'terrace', 'beautiful', 'iphonography', 'igers', 'iphone', 'pic', 'tb', 'crew']"
8084,"['friend', 'new', 'puzzle', 'please', 'retweet', 'gamasutra', 'androidgames', 'iphone', 'gamedesign', 'puzzle', 'art', 'pic', 'twitter', 'com', 'mkmozezsmz']"
8085,"['samsung', 'evo', 'plus', 'microsd', 'sdxc', 'uhs', 'memory', 'card', 'adapter', 'price', 'free', 'delivery', 'zone', 'buy', 'sell', 'storage', 'card', 'samsung', 'used', 'new', 'best', 'price', 'top', 'getpaid', 'best', 'price', 'viber', 'whatsapp', 'onlineshop', 'customer', 'ukpic', 'twitter', 'com', 'tchjeq']"
8086,"['fuckyou', 'apple', 'yep', 'let', 'white', 'husband', 'take', 'kid', 'inside', 'though', 'bitchlips']"
8087,"['never', 'ithing', 'interested', 'certain', 'fruit', 'say', 'today', 'indeed', 'day', 'apple', 'eula']"
8088,"['lovin', 'pic', 'black', 'white', 'samsung', 'galaxysiii', 'girl', 'picture', 'fun', 'instaframe', 'cuties']"
8089,"['dad', 'found', 'vine', 'weird', 'haha', 'funny', 'iphone', 'comedy', 'bbq', 'summer', 'hilarious', 'friend', 'likeforlaugh']"
8090,"['seriously', 'contact', 'random', 'none', 'number', 'livid']"
8091,"['apple', 'day', 'keep', 'doctor', 'away', 'eat', 'apple', 'life', 'live', 'healthy', 'lebanon', 'beirut']"
8092,"['say', 'green', 'eye', 'newlook', 'green', 'eye', 'ebony', 'instamoment', 'instagood', 'instagram', 'samsung']"
8093,"['love', 'like', 'iphone', 'instagram', 'phone', 'look', 'cute', 'guy', 'sweet', 'swe']"
8094,"['got', 'invite', 'monday', 'evening', 'received', 'noon', 'today', 'excellent', 'service', 'amazing', 'gadget', 'oneplus']"
8095,"['thank', 'another', 'day', 'dream', 'big', 'work', 'explorewithus', 'mondaymotivation', 'hyperlapse', 'worksmart', 'work', 'dream', 'dreambig', 'big', 'goodtimes', 'goodvibes', 'fun', 'enjoy', 'explore', 'travel', 'seetheworld', 'chance', 'samsung', 'samsungs', 'pic', 'twitter', 'com', 'rcocgqwekz']"
8096,"['reallyreal', 'photobooth', 'iphone', 'ipad', 'dating', 'college', 'sorority', 'single', 'zpic', 'twitter', 'com', 'sschughesb']"
8097,"['rage', 'samsung', 'galaxy', 'sport', 'finance', 'music', 'youtube', 'facebook', 'blackberry', 'shopping', 'xxoo']"
8098,"['going', 'attempt', 'put', 'cliqxt', 'yes', 'motorola']"
8099,"['dogg', 'apple', 'device', 'cuz', 'could', 'since', 'apple', 'idevices', 'hard']"
8100,"['welcome', 'samsung', 'galaxy', 'note', 'family', 'group', 'telephone', 'gmail', 'selfie']"
8101,"['apple', 'adding', 'paint', 'yellow', 'add', 'useless', 'fingerprint', 'scanner', 'blackberry', 'freakshow']"
8102,"['got', 'dat', 'there', 'app', 'viewing', 'flash', 'website', 'anything', 'else']"
8103,"['want', 'download', 'new', 'itunes', 'cuz', 'downloaded', 'new', 'software', 'phone', 'hate', 'new', 'itunes']"
8104,"['child', 'hit', 'outside', 'school', 'rushed', 'news', 'photography', 'fashion', 'health', 'fail', 'tech', 'ipad', 'iphone', 'funny', 'lol']"
8105,"['photooftheday', 'instadaily', 'picoftheday', 'instagood', 'instagram', 'igers', 'flow', 'madcoolfestival', 'bestoftheday', 'music', 'girl', 'iphonex', 'summer', 'like', 'like', 'follow']"
8106,"['kitchen', 'joeytheakita', 'smile', 'hungry', 'kitchen', 'bigeye', 'video', 'iphonex', 'akita', 'akitai']"
8107,"['wish', 'phone', 'would', 'send', 'text', 'message', 'boyfriend', 'feeling', 'lonely', 'iphone']"
8108,"['day', 'till', 'get', 'new', 'phone', 'samsung', 'trashy', 'phone', 'year']"
8109,"['maybe', 'eat', 'apple', 'like', 'snowwhite', 'sleep', 'happily', 'ever', 'depressed', 'depression', 'photo', 'photographie', 'style', 'mentalhealth', 'mentalillness', 'mentoo', 'girltalkza', 'sleep', 'theend', 'timesup', 'apple', 'deadpic', 'twitter', 'com', 'hfoqsxer']"
8110,"['thats', 'better', 'improvement', 'better', 'temple', 'run', 'templerun', 'game', 'apple', 'store', 'lol']"
8111,"['iphone', 'may', 'actually', 'come', 'apple', 'best', 'accessory', 'iphone', 'could', 'make', 'audiophiles', 'pic', 'twitter', 'com', 'hdx']"
8112,"['cant', 'decide', 'whether', 'buy', 'mac', 'air', 'design', 'luring', 'cope', 'locked', 'locked', 'apple', 'mentaaalness']"
8113,"['nothing', 'like', 'mspaint', 'get', 'point', 'across', 'iphone', 'iloveyou', 'apple']"
8114,"['dearest', 'boy', 'make', 'heart', 'beat', 'fast', 'woman', 'sexy', 'photography', 'beauty', 'iphone']"
8115,"['woo', 'hoo', 'happy', 'girl', 'thank', 'samsung', 'samsung', 'product', 'thebest', 'allsmiles']"
8116,"['lates', 'video', 'youtube', 'subscribe', 'daily', 'vlogs', 'twitch', 'gaming', 'fun', 'xbox', 'sony', 'game', 'xbox', 'mobilegame']"
8117,"['brightens', 'mood', 'yeah', 'thanks', 'earpods', 'apple']"
8118,"['sicko', 'mode', 'thank', 'ael', 'portrait', 'happiness', 'portraiture', 'fashion', 'portrait', 'art', 'sony', 'portraitmood', 'captureone']"
8119,"['really', 'love', 'new', 'iphone', 'cover', 'kekacase', 'kekacase', 'phonelove', 'cover', 'collage', 'art', 'licensing']"
8120,"['burayidi', 'weekly', 'news', 'apple', 'orange', 'link', 'bio', 'burayidiweeklynews', 'news', 'cnn', 'nbc', 'cbs', 'fox', 'newsanchor', 'newspaper', 'newyorktimes', 'washingtonpost', 'comedy', 'laugh', 'joke', 'fun', 'instagood', 'instadaily', 'apple', 'orange', 'fruit', 'like', 'like', 'followmepic', 'twitter', 'com', 'akhert', 'bpj']"
8121,"['silly', 'enjoying', 'apple', 'apple', 'day', 'keep', 'doctor', 'away', 'smiling']"
8122,"['mama', 'got', 'new', 'phone', 'samsung', 'grand', 'instagood', 'igdaily', 'happy', 'mama']"
8123,"['vol', 'bandcamp', 'newmusic', 'drake', 'pushat', 'phonk', 'trill', 'hiphop', 'rap', 'memphis', 'action', 'music', 'capcom', 'strider', 'lilpump', 'sega', 'nintendo', 'sony', 'koops', 'ripxxx']"
8124,"['learn', 'math', 'sum', 'ibbleobble', 'educational', 'math', 'game', 'kid', 'child', 'kindergarten', 'school', 'school', 'preschool', 'homeschool', 'homeschooling', 'ipad', 'iphone', 'appletv', 'indiedev', 'playschool', 'learning', 'learnmaths', 'number', 'fridayfeelingpic', 'twitter', 'com', 'mnnqhmjf']"
8125,"['agree', 'thejoker', 'joker', 'batman', 'thedarkknight', 'satire', 'bully', 'standupforcomedy', 'badparenting', 'peterrabbit', 'sony']"
8126,"['point', 'going', 'grad', 'school', 'work', 'gone', 'computerproblems', 'annoyed']"
